date,platform,campaign,ad_set,impressions,clicks,spend,conversions,ctr,cpc,audience,geo,device
2023-06-16,Meta Ads,Lead Gen,Video,20431,1030,184.34,49,5.04,0.18,Interest-Based,CA,Desktop
2023-06-16,Meta Ads,Lead Gen,Search,35314,1948,840.49,9,5.52,0.43,Interest-Based,US,Desktop
2023-06-16,Google Ads,Brand Awareness,Display,28143,324,489.89,51,1.15,1.51,Custom,US,Tablet
2023-06-16,Meta Ads,Conversion Boost,Carousel,15082,102,618.63,47,0.68,6.07,Lookalike,UK,Desktop
2023-06-16,Meta Ads,Retargeting,Mobile,15133,1473,1104.59,91,9.73,0.75,Custom,US,Mobile
2023-06-16,Google Ads,Conversion Boost,Video,23427,538,1029.65,32,2.3,1.91,Lookalike,IN,Mobile
2023-06-16,Meta Ads,Retargeting,Search,11748,970,1155.59,25,8.26,1.19,Broad,US,Mobile
2023-06-16,Meta Ads,Lead Gen,Mobile,3469,1524,1079.97,77,43.93,0.71,Lookalike,UK,Tablet
2023-06-16,Google Ads,Lead Gen,Mobile,47527,387,999.01,12,0.81,2.58,Custom,US,Mobile
2023-06-16,Google Ads,Lead Gen,Mobile,34855,1343,764.69,76,3.85,0.57,Lookalike,US,Mobile
2023-06-16,Meta Ads,Retargeting,Mobile,36596,2426,1390.95,93,6.63,0.57,Custom,IN,Mobile
2023-06-16,Meta Ads,Lead Gen,Search,7564,1386,711.6,77,18.32,0.51,Custom,AU,Mobile
2023-06-16,Meta Ads,Retargeting,Search,35435,1875,896.94,60,5.29,0.48,Broad,US,Desktop
2023-06-16,Meta Ads,Conversion Boost,Display,3768,1115,693.94,16,29.59,0.62,Broad,IN,Mobile
2023-06-16,Google Ads,Brand Awareness,Desktop,10589,335,101.74,6,3.16,0.3,Lookalike,US,Desktop
2023-06-16,Google Ads,Lead Gen,Mobile,8085,1877,947.85,55,23.22,0.5,Custom,CA,Tablet
2023-06-16,Google Ads,Lead Gen,Mobile,24155,642,183.34,93,2.66,0.29,Custom,CA,Mobile
2023-06-16,Meta Ads,Lead Gen,Desktop,48408,2282,136.69,45,4.71,0.06,Interest-Based,UK,Tablet
2023-06-16,Google Ads,Conversion Boost,Display,34452,2763,1123.54,47,8.02,0.41,Custom,CA,Mobile
2023-06-16,Meta Ads,Conversion Boost,Search,29287,390,1004.17,93,1.33,2.57,Interest-Based,AU,Desktop
2023-06-16,Meta Ads,Brand Awareness,Display,2496,2916,1013.83,74,116.83,0.35,Custom,AU,Desktop
2023-06-16,Meta Ads,Lead Gen,Video,38403,2536,77.53,71,6.6,0.03,Interest-Based,CA,Mobile
2023-06-16,Google Ads,Retargeting,Display,28289,2481,818.68,47,8.77,0.33,Broad,US,Desktop
2023-06-16,Google Ads,Lead Gen,Display,25415,1469,641.76,60,5.78,0.44,Broad,US,Tablet
2023-06-16,Meta Ads,Brand Awareness,Video,35209,2440,749.91,80,6.93,0.31,Broad,AU,Desktop
2023-06-16,Google Ads,Retargeting,Search,5396,1441,140.12,64,26.7,0.1,Broad,UK,Mobile
2023-06-16,Meta Ads,Brand Awareness,Search,17652,1574,956.21,47,8.92,0.61,Lookalike,UK,Desktop
2023-06-16,Meta Ads,Conversion Boost,Desktop,16228,2018,1171.81,57,12.44,0.58,Custom,IN,Tablet
2023-06-16,Meta Ads,Conversion Boost,Desktop,25152,1837,1374.24,72,7.3,0.75,Interest-Based,US,Desktop
2023-06-16,Meta Ads,Conversion Boost,Mobile,28973,494,499.61,38,1.71,1.01,Custom,AU,Desktop
2023-06-16,Meta Ads,Conversion Boost,Display,13729,844,1421.74,30,6.15,1.68,Interest-Based,UK,Mobile
2023-06-16,Google Ads,Lead Gen,Search,26730,1801,345.6,69,6.74,0.19,Interest-Based,US,Desktop
2023-06-16,Google Ads,Conversion Boost,Video,36101,340,282.35,42,0.94,0.83,Broad,CA,Desktop
2023-06-16,Google Ads,Conversion Boost,Carousel,17316,217,622.38,41,1.25,2.87,Lookalike,US,Desktop
2023-06-16,Meta Ads,Lead Gen,Desktop,16529,2868,427.41,82,17.35,0.15,Custom,UK,Tablet
2023-06-16,Google Ads,Conversion Boost,Mobile,2108,941,1381.42,76,44.64,1.47,Lookalike,AU,Tablet
2023-06-16,Meta Ads,Retargeting,Mobile,16097,614,1098.43,36,3.81,1.79,Custom,IN,Desktop
2023-06-16,Meta Ads,Retargeting,Search,13581,158,630.46,37,1.16,3.99,Interest-Based,US,Tablet
2023-06-16,Meta Ads,Lead Gen,Carousel,14805,2190,122.17,43,14.79,0.06,Broad,US,Mobile
2023-06-16,Meta Ads,Lead Gen,Display,30309,2465,511.62,80,8.13,0.21,Broad,CA,Desktop
2023-06-16,Meta Ads,Lead Gen,Search,21029,2571,691.14,11,12.23,0.27,Custom,AU,Mobile
2023-06-16,Google Ads,Conversion Boost,Search,23993,698,224.26,1,2.91,0.32,Custom,CA,Tablet
2023-06-16,Meta Ads,Brand Awareness,Search,8303,933,500.55,51,11.24,0.54,Custom,CA,Mobile
2023-06-16,Google Ads,Conversion Boost,Display,32782,2751,1496.03,96,8.39,0.54,Lookalike,UK,Tablet
2023-06-16,Google Ads,Conversion Boost,Carousel,14276,1629,910.5,98,11.41,0.56,Broad,AU,Tablet
2023-06-16,Google Ads,Brand Awareness,Carousel,15849,1556,497.93,54,9.82,0.32,Interest-Based,AU,Mobile
2023-06-16,Google Ads,Brand Awareness,Desktop,41305,2440,605.84,79,5.91,0.25,Lookalike,CA,Desktop
2023-06-17,Meta Ads,Lead Gen,Desktop,37135,2121,20.19,27,5.71,0.01,Custom,AU,Tablet
2023-06-17,Google Ads,Lead Gen,Carousel,17957,1738,1447.09,70,9.68,0.83,Lookalike,IN,Desktop
2023-06-17,Google Ads,Retargeting,Mobile,24414,292,615.58,90,1.2,2.11,Broad,US,Mobile
2023-06-17,Google Ads,Brand Awareness,Mobile,28256,914,647.44,31,3.23,0.71,Broad,UK,Mobile
2023-06-17,Google Ads,Conversion Boost,Search,41192,763,1040.88,67,1.85,1.36,Custom,IN,Desktop
2023-06-17,Google Ads,Conversion Boost,Display,39278,119,1258.49,72,0.3,10.58,Interest-Based,IN,Mobile
2023-06-17,Meta Ads,Retargeting,Carousel,11937,792,724.06,45,6.63,0.91,Broad,CA,Tablet
2023-06-17,Google Ads,Retargeting,Carousel,25985,2824,559.04,15,10.87,0.2,Custom,CA,Mobile
2023-06-17,Google Ads,Conversion Boost,Mobile,30720,1764,1326.04,6,5.74,0.75,Lookalike,IN,Mobile
2023-06-17,Google Ads,Conversion Boost,Desktop,32289,2888,1029.95,12,8.94,0.36,Lookalike,IN,Tablet
2023-06-17,Google Ads,Brand Awareness,Video,4193,76,704.69,29,1.81,9.27,Lookalike,IN,Desktop
2023-06-17,Google Ads,Conversion Boost,Display,40299,1140,993.8,10,2.83,0.87,Custom,AU,Desktop
2023-06-17,Meta Ads,Lead Gen,Video,41487,264,139.23,95,0.64,0.53,Custom,CA,Mobile
2023-06-17,Meta Ads,Lead Gen,Mobile,3690,50,1220.67,8,1.36,24.41,Broad,AU,Desktop
2023-06-17,Google Ads,Conversion Boost,Mobile,3427,893,27.06,93,26.06,0.03,Custom,CA,Desktop
2023-06-17,Meta Ads,Lead Gen,Mobile,4911,2399,1164.28,40,48.85,0.49,Custom,UK,Desktop
2023-06-17,Google Ads,Conversion Boost,Search,28826,1351,238.18,74,4.69,0.18,Custom,CA,Tablet
2023-06-17,Meta Ads,Lead Gen,Video,41884,1404,116.8,58,3.35,0.08,Lookalike,US,Tablet
2023-06-17,Meta Ads,Lead Gen,Display,3713,1245,1064.53,4,33.53,0.86,Lookalike,AU,Desktop
2023-06-17,Meta Ads,Retargeting,Video,2546,2656,706.52,91,104.32,0.27,Interest-Based,US,Desktop
2023-06-17,Google Ads,Conversion Boost,Carousel,26388,979,709.44,88,3.71,0.72,Lookalike,UK,Mobile
2023-06-17,Meta Ads,Retargeting,Display,24318,2389,1356.31,75,9.82,0.57,Broad,AU,Tablet
2023-06-17,Meta Ads,Conversion Boost,Desktop,9366,2206,701.07,79,23.55,0.32,Lookalike,IN,Desktop
2023-06-17,Google Ads,Retargeting,Display,10229,2790,56.12,15,27.28,0.02,Lookalike,AU,Desktop
2023-06-17,Google Ads,Brand Awareness,Search,3090,510,54.84,64,16.5,0.11,Lookalike,IN,Mobile
2023-06-17,Meta Ads,Lead Gen,Video,32752,198,981.23,95,0.6,4.96,Lookalike,AU,Desktop
2023-06-17,Meta Ads,Lead Gen,Desktop,2133,403,1194.17,65,18.89,2.96,Broad,AU,Tablet
2023-06-17,Meta Ads,Lead Gen,Video,29670,1964,1329.06,6,6.62,0.68,Lookalike,IN,Mobile
2023-06-17,Meta Ads,Conversion Boost,Carousel,2109,133,188.05,3,6.31,1.41,Lookalike,CA,Desktop
2023-06-17,Google Ads,Conversion Boost,Video,44899,1062,1228.05,96,2.37,1.16,Interest-Based,IN,Tablet
2023-06-17,Meta Ads,Brand Awareness,Video,44762,1516,1431.69,13,3.39,0.94,Custom,AU,Tablet
2023-06-17,Google Ads,Lead Gen,Mobile,23933,1581,1496.21,28,6.61,0.95,Interest-Based,CA,Mobile
2023-06-17,Google Ads,Conversion Boost,Mobile,33291,859,86.27,31,2.58,0.1,Broad,CA,Desktop
2023-06-17,Meta Ads,Conversion Boost,Carousel,41702,958,1198.61,5,2.3,1.25,Interest-Based,UK,Desktop
2023-06-17,Google Ads,Retargeting,Desktop,39543,858,561.75,84,2.17,0.65,Custom,UK,Desktop
2023-06-17,Google Ads,Conversion Boost,Mobile,44252,815,933.48,4,1.84,1.15,Lookalike,IN,Desktop
2023-06-17,Google Ads,Lead Gen,Carousel,22399,988,1406.42,58,4.41,1.42,Custom,US,Mobile
2023-06-17,Meta Ads,Brand Awareness,Desktop,39178,592,549.01,10,1.51,0.93,Custom,IN,Mobile
2023-06-17,Google Ads,Lead Gen,Desktop,49577,2981,263.73,47,6.01,0.09,Custom,CA,Desktop
2023-06-17,Meta Ads,Brand Awareness,Desktop,19996,1249,1093.13,74,6.25,0.88,Interest-Based,UK,Desktop
2023-06-17,Meta Ads,Brand Awareness,Mobile,28424,2277,236.23,50,8.01,0.1,Interest-Based,AU,Tablet
2023-06-17,Google Ads,Lead Gen,Mobile,4681,1183,215.4,62,25.27,0.18,Lookalike,AU,Desktop
2023-06-17,Google Ads,Conversion Boost,Mobile,49630,455,801.0,90,0.92,1.76,Custom,UK,Mobile
2023-06-17,Meta Ads,Brand Awareness,Display,28941,1466,503.53,81,5.07,0.34,Interest-Based,UK,Desktop
2023-06-17,Google Ads,Retargeting,Video,34675,365,232.35,5,1.05,0.64,Interest-Based,US,Mobile
2023-06-17,Meta Ads,Retargeting,Display,29698,1568,340.61,63,5.28,0.22,Custom,US,Mobile
2023-06-17,Google Ads,Lead Gen,Video,5344,2370,198.76,62,44.35,0.08,Lookalike,CA,Tablet
2023-06-17,Meta Ads,Lead Gen,Carousel,20006,906,1250.83,8,4.53,1.38,Lookalike,IN,Mobile
2023-06-17,Google Ads,Brand Awareness,Carousel,2794,2770,100.22,11,99.14,0.04,Custom,UK,Mobile
2023-06-17,Google Ads,Brand Awareness,Video,38844,2323,124.98,19,5.98,0.05,Interest-Based,CA,Tablet
2023-06-18,Meta Ads,Lead Gen,Desktop,6826,2242,440.54,18,32.85,0.2,Custom,CA,Tablet
2023-06-18,Meta Ads,Brand Awareness,Mobile,24683,1166,475.53,21,4.72,0.41,Broad,AU,Tablet
2023-06-18,Meta Ads,Conversion Boost,Desktop,10409,2557,1415.57,52,24.57,0.55,Broad,US,Mobile
2023-06-18,Google Ads,Lead Gen,Video,22735,2029,1301.61,4,8.92,0.64,Custom,CA,Mobile
2023-06-18,Google Ads,Conversion Boost,Display,11136,189,975.87,5,1.7,5.16,Custom,AU,Mobile
2023-06-18,Google Ads,Retargeting,Carousel,13021,68,1378.95,12,0.52,20.28,Interest-Based,AU,Desktop
2023-06-18,Meta Ads,Lead Gen,Mobile,35256,2356,66.15,99,6.68,0.03,Lookalike,CA,Desktop
2023-06-18,Meta Ads,Lead Gen,Desktop,21855,1196,83.07,71,5.47,0.07,Broad,IN,Mobile
2023-06-18,Google Ads,Conversion Boost,Carousel,30407,306,1179.48,14,1.01,3.85,Custom,US,Mobile
2023-06-18,Google Ads,Conversion Boost,Mobile,49945,750,980.53,53,1.5,1.31,Custom,US,Tablet
2023-06-18,Google Ads,Conversion Boost,Carousel,23203,2134,1260.85,22,9.2,0.59,Broad,UK,Tablet
2023-06-18,Meta Ads,Lead Gen,Carousel,23759,2964,837.37,30,12.48,0.28,Interest-Based,US,Desktop
2023-06-18,Google Ads,Lead Gen,Video,34727,1889,494.08,44,5.44,0.26,Custom,US,Mobile
2023-06-18,Meta Ads,Lead Gen,Desktop,41355,1393,83.4,90,3.37,0.06,Interest-Based,AU,Desktop
2023-06-18,Meta Ads,Brand Awareness,Video,43465,2764,1206.9,69,6.36,0.44,Custom,IN,Tablet
2023-06-18,Meta Ads,Brand Awareness,Mobile,25553,2492,515.7,81,9.75,0.21,Broad,CA,Mobile
2023-06-18,Meta Ads,Lead Gen,Video,10944,2555,466.12,73,23.35,0.18,Interest-Based,AU,Mobile
2023-06-18,Google Ads,Lead Gen,Desktop,46129,1158,909.71,71,2.51,0.79,Interest-Based,CA,Mobile
2023-06-18,Google Ads,Lead Gen,Carousel,6760,961,910.02,41,14.22,0.95,Custom,AU,Tablet
2023-06-18,Google Ads,Retargeting,Search,34126,2339,457.65,8,6.85,0.2,Interest-Based,UK,Desktop
2023-06-18,Google Ads,Retargeting,Desktop,8236,1625,1391.08,55,19.73,0.86,Custom,CA,Tablet
2023-06-18,Meta Ads,Conversion Boost,Search,38742,2352,1044.34,51,6.07,0.44,Custom,UK,Desktop
2023-06-18,Meta Ads,Lead Gen,Search,21432,378,1187.46,21,1.76,3.14,Lookalike,IN,Mobile
2023-06-18,Meta Ads,Conversion Boost,Mobile,40892,1052,1443.07,70,2.57,1.37,Interest-Based,IN,Mobile
2023-06-18,Google Ads,Retargeting,Video,33662,2340,491.12,5,6.95,0.21,Interest-Based,CA,Mobile
2023-06-18,Meta Ads,Retargeting,Carousel,43425,2331,1051.29,76,5.37,0.45,Broad,CA,Tablet
2023-06-18,Meta Ads,Brand Awareness,Desktop,26729,2192,247.08,67,8.2,0.11,Broad,US,Mobile
2023-06-18,Meta Ads,Retargeting,Display,26377,2092,1458.27,88,7.93,0.7,Interest-Based,IN,Mobile
2023-06-18,Meta Ads,Retargeting,Search,22511,185,215.43,4,0.82,1.16,Interest-Based,UK,Desktop
2023-06-18,Meta Ads,Lead Gen,Search,26746,507,306.04,53,1.9,0.6,Custom,IN,Mobile
2023-06-18,Meta Ads,Retargeting,Desktop,35204,2329,184.53,76,6.62,0.08,Broad,CA,Tablet
2023-06-18,Meta Ads,Lead Gen,Display,42466,2655,633.62,61,6.25,0.24,Interest-Based,US,Mobile
2023-06-18,Google Ads,Lead Gen,Mobile,36549,493,828.17,32,1.35,1.68,Lookalike,UK,Tablet
2023-06-18,Google Ads,Lead Gen,Mobile,44730,616,383.77,87,1.38,0.62,Lookalike,UK,Mobile
2023-06-18,Meta Ads,Brand Awareness,Search,41694,1702,784.0,21,4.08,0.46,Broad,AU,Mobile
2023-06-18,Google Ads,Lead Gen,Mobile,22199,1454,202.93,75,6.55,0.14,Interest-Based,AU,Mobile
2023-06-18,Google Ads,Lead Gen,Desktop,38549,2736,629.43,64,7.1,0.23,Interest-Based,CA,Tablet
2023-06-18,Meta Ads,Conversion Boost,Desktop,44897,455,1458.54,10,1.01,3.21,Custom,UK,Mobile
2023-06-18,Meta Ads,Conversion Boost,Carousel,23097,1137,666.21,70,4.92,0.59,Custom,US,Mobile
2023-06-18,Meta Ads,Conversion Boost,Video,32060,362,599.12,36,1.13,1.66,Lookalike,US,Tablet
2023-06-18,Google Ads,Conversion Boost,Display,30361,1450,574.13,32,4.78,0.4,Interest-Based,US,Tablet
2023-06-18,Meta Ads,Brand Awareness,Carousel,24951,448,578.92,2,1.8,1.29,Custom,CA,Mobile
2023-06-18,Meta Ads,Brand Awareness,Video,18431,1992,1242.61,54,10.81,0.62,Lookalike,UK,Desktop
2023-06-18,Google Ads,Conversion Boost,Desktop,40232,721,856.64,29,1.79,1.19,Custom,IN,Desktop
2023-06-18,Google Ads,Brand Awareness,Search,28969,451,889.46,63,1.56,1.97,Custom,UK,Desktop
2023-06-18,Google Ads,Brand Awareness,Desktop,7776,1192,1334.82,4,15.33,1.12,Custom,IN,Tablet
2023-06-18,Meta Ads,Brand Awareness,Desktop,29484,1978,218.92,13,6.71,0.11,Lookalike,UK,Mobile
2023-06-18,Meta Ads,Conversion Boost,Mobile,24665,583,661.98,6,2.36,1.14,Lookalike,UK,Mobile
2023-06-18,Meta Ads,Retargeting,Mobile,44468,1683,265.61,4,3.78,0.16,Broad,IN,Desktop
2023-06-18,Google Ads,Lead Gen,Search,11368,1005,552.49,19,8.84,0.55,Broad,UK,Mobile
2023-06-19,Meta Ads,Lead Gen,Carousel,14394,1905,1405.47,28,13.23,0.74,Interest-Based,UK,Desktop
2023-06-19,Meta Ads,Retargeting,Mobile,32724,2747,705.01,74,8.39,0.26,Custom,CA,Tablet
2023-06-19,Meta Ads,Conversion Boost,Video,27582,1359,1229.37,57,4.93,0.9,Lookalike,IN,Desktop
2023-06-19,Google Ads,Lead Gen,Search,23840,648,64.42,96,2.72,0.1,Custom,US,Tablet
2023-06-19,Google Ads,Lead Gen,Desktop,7514,854,837.61,26,11.37,0.98,Custom,US,Desktop
2023-06-19,Meta Ads,Brand Awareness,Carousel,49069,1303,1070.65,88,2.66,0.82,Interest-Based,UK,Tablet
2023-06-19,Google Ads,Retargeting,Video,35764,1391,27.37,88,3.89,0.02,Custom,UK,Desktop
2023-06-19,Meta Ads,Conversion Boost,Display,49461,2137,1079.92,41,4.32,0.51,Custom,CA,Mobile
2023-06-19,Google Ads,Brand Awareness,Display,4045,2490,1164.88,3,61.56,0.47,Broad,US,Tablet
2023-06-19,Google Ads,Brand Awareness,Display,39717,855,966.82,95,2.15,1.13,Custom,US,Mobile
2023-06-19,Google Ads,Conversion Boost,Display,24030,328,932.33,55,1.36,2.84,Custom,IN,Desktop
2023-06-19,Google Ads,Brand Awareness,Search,18716,326,1427.2,56,1.74,4.38,Broad,AU,Tablet
2023-06-19,Google Ads,Brand Awareness,Display,4449,482,641.75,9,10.83,1.33,Lookalike,IN,Desktop
2023-06-19,Google Ads,Retargeting,Search,6191,366,73.02,85,5.91,0.2,Custom,AU,Tablet
2023-06-19,Meta Ads,Brand Awareness,Display,40564,353,1052.63,75,0.87,2.98,Custom,UK,Mobile
2023-06-19,Meta Ads,Retargeting,Video,36536,545,762.91,50,1.49,1.4,Broad,UK,Mobile
2023-06-19,Google Ads,Brand Awareness,Search,41816,2985,48.07,72,7.14,0.02,Custom,UK,Mobile
2023-06-19,Meta Ads,Retargeting,Search,7719,399,1446.45,24,5.17,3.63,Broad,CA,Tablet
2023-06-19,Meta Ads,Retargeting,Video,40323,955,487.44,92,2.37,0.51,Lookalike,CA,Desktop
2023-06-19,Meta Ads,Retargeting,Desktop,27403,2630,1116.55,25,9.6,0.42,Custom,US,Mobile
2023-06-19,Meta Ads,Brand Awareness,Video,6009,1565,1492.03,22,26.04,0.95,Interest-Based,US,Tablet
2023-06-19,Google Ads,Brand Awareness,Display,39056,2076,961.61,59,5.32,0.46,Custom,IN,Tablet
2023-06-19,Meta Ads,Conversion Boost,Mobile,40374,2149,271.36,29,5.32,0.13,Broad,IN,Desktop
2023-06-19,Meta Ads,Retargeting,Search,21779,1007,677.28,93,4.62,0.67,Lookalike,US,Mobile
2023-06-19,Meta Ads,Retargeting,Mobile,49903,1940,371.2,89,3.89,0.19,Custom,IN,Desktop
2023-06-19,Meta Ads,Conversion Boost,Video,31949,2748,838.82,30,8.6,0.31,Custom,UK,Tablet
2023-06-19,Google Ads,Retargeting,Display,35114,678,1259.82,41,1.93,1.86,Interest-Based,IN,Mobile
2023-06-19,Meta Ads,Retargeting,Mobile,38380,894,466.64,64,2.33,0.52,Interest-Based,IN,Mobile
2023-06-19,Meta Ads,Retargeting,Desktop,46875,2908,646.72,92,6.2,0.22,Lookalike,US,Tablet
2023-06-19,Google Ads,Lead Gen,Display,27942,160,438.83,38,0.57,2.74,Interest-Based,UK,Mobile
2023-06-19,Meta Ads,Conversion Boost,Search,2496,1293,445.38,48,51.8,0.34,Custom,US,Mobile
2023-06-19,Meta Ads,Brand Awareness,Video,42476,884,1408.0,28,2.08,1.59,Lookalike,IN,Mobile
2023-06-19,Google Ads,Retargeting,Display,21366,1205,429.06,78,5.64,0.36,Custom,CA,Desktop
2023-06-19,Meta Ads,Conversion Boost,Video,28005,2313,1370.02,19,8.26,0.59,Lookalike,CA,Mobile
2023-06-19,Meta Ads,Retargeting,Search,19185,131,669.95,37,0.68,5.11,Lookalike,US,Desktop
2023-06-19,Google Ads,Brand Awareness,Display,44215,2121,1251.58,50,4.8,0.59,Interest-Based,US,Tablet
2023-06-19,Google Ads,Retargeting,Display,47641,1584,1140.21,67,3.32,0.72,Broad,CA,Tablet
2023-06-19,Google Ads,Brand Awareness,Mobile,26892,2066,35.91,89,7.68,0.02,Broad,CA,Tablet
2023-06-19,Meta Ads,Conversion Boost,Video,19870,1788,728.45,99,9.0,0.41,Interest-Based,US,Desktop
2023-06-19,Meta Ads,Retargeting,Carousel,49058,1447,758.95,17,2.95,0.52,Lookalike,US,Mobile
2023-06-19,Meta Ads,Retargeting,Mobile,28650,1387,1251.85,80,4.84,0.9,Lookalike,CA,Desktop
2023-06-19,Meta Ads,Brand Awareness,Carousel,11392,451,1403.48,42,3.96,3.11,Broad,AU,Mobile
2023-06-19,Google Ads,Brand Awareness,Mobile,27690,2186,471.33,73,7.89,0.22,Broad,UK,Mobile
2023-06-19,Google Ads,Brand Awareness,Mobile,23955,1252,940.27,84,5.23,0.75,Custom,UK,Mobile
2023-06-19,Meta Ads,Retargeting,Display,6652,427,96.78,31,6.42,0.23,Interest-Based,AU,Mobile
2023-06-19,Meta Ads,Retargeting,Desktop,12176,1895,872.53,86,15.56,0.46,Custom,IN,Tablet
2023-06-19,Meta Ads,Brand Awareness,Search,49329,1113,1079.48,23,2.26,0.97,Interest-Based,UK,Desktop
2023-06-19,Meta Ads,Conversion Boost,Video,33657,1403,959.75,97,4.17,0.68,Custom,AU,Mobile
2023-06-19,Google Ads,Conversion Boost,Search,38191,2595,571.23,26,6.79,0.22,Custom,UK,Mobile
2023-06-19,Meta Ads,Lead Gen,Search,15978,838,241.26,31,5.24,0.29,Broad,UK,Mobile
2023-06-20,Meta Ads,Conversion Boost,Search,8421,2531,382.86,8,30.06,0.15,Interest-Based,UK,Tablet
2023-06-20,Meta Ads,Conversion Boost,Display,13849,562,1065.13,89,4.06,1.9,Lookalike,UK,Desktop
2023-06-20,Meta Ads,Lead Gen,Desktop,36830,1235,499.9,31,3.35,0.4,Broad,AU,Tablet
2023-06-20,Meta Ads,Lead Gen,Video,10640,1016,890.32,60,9.55,0.88,Lookalike,US,Mobile
2023-06-20,Google Ads,Lead Gen,Search,33875,672,1401.29,31,1.98,2.09,Custom,UK,Mobile
2023-06-20,Meta Ads,Brand Awareness,Video,43024,353,1000.3,30,0.82,2.83,Custom,AU,Mobile
2023-06-20,Meta Ads,Conversion Boost,Search,37639,1467,1232.22,97,3.9,0.84,Interest-Based,US,Tablet
2023-06-20,Google Ads,Lead Gen,Display,14276,2249,296.83,78,15.75,0.13,Broad,AU,Desktop
2023-06-20,Meta Ads,Retargeting,Search,16042,2024,238.69,54,12.62,0.12,Custom,IN,Mobile
2023-06-20,Google Ads,Lead Gen,Desktop,25725,959,775.79,7,3.73,0.81,Broad,CA,Mobile
2023-06-20,Meta Ads,Brand Awareness,Display,18018,1943,887.13,14,10.78,0.46,Custom,US,Tablet
2023-06-20,Google Ads,Retargeting,Video,14235,1143,590.49,41,8.03,0.52,Custom,US,Desktop
2023-06-20,Google Ads,Brand Awareness,Mobile,37242,2649,191.84,73,7.11,0.07,Interest-Based,UK,Tablet
2023-06-20,Meta Ads,Retargeting,Carousel,34066,2789,1225.07,63,8.19,0.44,Broad,CA,Mobile
2023-06-20,Google Ads,Lead Gen,Search,5540,147,1217.79,48,2.65,8.28,Broad,UK,Tablet
2023-06-20,Meta Ads,Brand Awareness,Video,38582,1358,1171.64,26,3.52,0.86,Lookalike,CA,Tablet
2023-06-20,Meta Ads,Lead Gen,Video,20906,372,543.0,59,1.78,1.46,Custom,IN,Mobile
2023-06-20,Google Ads,Retargeting,Video,41930,1443,1235.0,89,3.44,0.86,Interest-Based,IN,Tablet
2023-06-20,Google Ads,Conversion Boost,Search,37994,1102,503.14,21,2.9,0.46,Interest-Based,CA,Mobile
2023-06-20,Meta Ads,Retargeting,Mobile,4157,2155,1183.63,9,51.84,0.55,Broad,UK,Desktop
2023-06-20,Google Ads,Brand Awareness,Search,20480,239,863.03,2,1.17,3.61,Lookalike,US,Tablet
2023-06-20,Google Ads,Conversion Boost,Display,20282,1810,138.07,54,8.92,0.08,Interest-Based,IN,Mobile
2023-06-20,Google Ads,Brand Awareness,Desktop,21633,1342,1112.44,21,6.2,0.83,Lookalike,UK,Tablet
2023-06-20,Meta Ads,Retargeting,Mobile,20795,1096,752.91,93,5.27,0.69,Broad,US,Tablet
2023-06-20,Google Ads,Brand Awareness,Video,44886,2436,1395.2,35,5.43,0.57,Lookalike,UK,Tablet
2023-06-20,Meta Ads,Conversion Boost,Display,1517,2504,330.09,84,165.06,0.13,Lookalike,IN,Tablet
2023-06-20,Meta Ads,Lead Gen,Desktop,22819,2639,133.94,4,11.56,0.05,Lookalike,UK,Tablet
2023-06-20,Meta Ads,Lead Gen,Search,26678,746,288.48,88,2.8,0.39,Custom,UK,Tablet
2023-06-20,Meta Ads,Lead Gen,Search,9268,2359,1160.39,16,25.45,0.49,Interest-Based,CA,Desktop
2023-06-20,Google Ads,Lead Gen,Mobile,5439,989,495.25,6,18.18,0.5,Lookalike,IN,Mobile
2023-06-20,Google Ads,Retargeting,Search,7389,1035,766.31,45,14.01,0.74,Broad,UK,Mobile
2023-06-20,Google Ads,Conversion Boost,Search,20942,895,364.99,24,4.27,0.41,Broad,CA,Mobile
2023-06-20,Meta Ads,Brand Awareness,Display,2332,286,258.66,92,12.26,0.9,Interest-Based,UK,Desktop
2023-06-20,Meta Ads,Brand Awareness,Search,1337,1284,844.52,75,96.04,0.66,Lookalike,IN,Desktop
2023-06-20,Meta Ads,Lead Gen,Carousel,29581,2868,1220.85,54,9.7,0.43,Broad,US,Mobile
2023-06-20,Meta Ads,Brand Awareness,Display,37654,210,295.56,2,0.56,1.41,Broad,US,Tablet
2023-06-20,Meta Ads,Lead Gen,Desktop,49324,1791,419.4,91,3.63,0.23,Custom,UK,Desktop
2023-06-20,Google Ads,Lead Gen,Search,26951,1603,711.85,76,5.95,0.44,Custom,AU,Tablet
2023-06-20,Meta Ads,Lead Gen,Search,2601,1349,927.68,68,51.86,0.69,Interest-Based,IN,Desktop
2023-06-20,Meta Ads,Conversion Boost,Display,48516,1091,969.63,41,2.25,0.89,Lookalike,AU,Tablet
2023-06-20,Google Ads,Retargeting,Carousel,36649,1428,216.33,4,3.9,0.15,Lookalike,UK,Mobile
2023-06-20,Meta Ads,Brand Awareness,Carousel,34871,769,774.11,1,2.21,1.01,Lookalike,IN,Tablet
2023-06-20,Google Ads,Conversion Boost,Carousel,21885,1995,1175.92,68,9.12,0.59,Lookalike,US,Desktop
2023-06-20,Google Ads,Retargeting,Video,40828,1119,719.91,4,2.74,0.64,Lookalike,CA,Desktop
2023-06-20,Meta Ads,Lead Gen,Search,17647,416,1234.23,12,2.36,2.97,Broad,IN,Desktop
